"type";"begin_time";"frequency";"count";"created with version";"exported with version";"last_name";"first_name";"born";"sex";"measurement_date";"record_name"
"record";"0,00000";"2000.4";"94200";"Noraxon myoRESEARCH Software 4.2.22";"4.2.22";"MyoMetrics Demo Record";"";"";"male";"2025-12-02T12:17:20.230+01:00";"Free Capture-1"

"time";"Activity";"Marker";"BICEPS BR. LT (uV)"
0,37893;;;-11,5726791
0,37943;;;-12,18306792
0,37993;;;-6,994762984
0,38043;;;-1,501263646
0,38093;;;1,245486024
0,38143;;;4,907818916
0,38193;;;11,62209589
0,38243;;;19,25195608
0,38293;;;24,1350666
0,38343;;;25,66103864
0,38393;;;23,21948338
0,38443;;;18,64156726
0,38493;;;14,06365115
0,38543;;;11,01170707
0,38593;;;8,570151808
0,38643;;;5,518207731
0,38693;;;2,161069247
0,38743;;;-0,2804860149
0,38793;;;-2,111652461
0,38843;;;-5,163596538
0,38893;;;-7,6051518
0,38943;;;-8,215540615
0,38993;;;-6,384374169
0,39043;;;-5,163596538
0,39093;;;-5,468790946
0,39143;;;-5,773985354
0,39193;;;-5,468790946
0,39243;;;-6,689568577
0,39293;;;-11,26748469
0,39343;;;-18,59215048
0,39393;;;-26,22201067
0,39443;;;-31,4103156
0,39493;;;-32,63109323
0,39543;;;-31,4103156
0,39593;;;-29,27395475
0,39643;;;-26,52720508
0,39693;;;-21,33890015
0,39743;;;-14,01423436
0,39793;;;-6,384374169
0,39843;;;-2,722041276
0,39893;;;-3,027235684
0,39943;;;-3,942818907
0,39993;;;-2,722041276
0,40043;;;0,3299028005
0,40093;;;3,992235693
0,40143;;;6,738985362
0,40193;;;8,875346216
0,40243;;;10,40131825
0,40293;;;11,01170707
0,40343;;;10,40131825
0,40393;;;9,790929439
0,40443;;;9,485735032
0,40493;;;7,959762993
0,40543;;;5,518207731
0,40593;;;3,687041285
0,40643;;;4,602624508
0,40693;;;7,04417977
0,40743;;;7,04417977
0,40793;;;2,466263654
0,40843;;;-3,027235684
0,40893;;;-5,773985354
0,40943;;;-4,553207723
0,40993;;;-1,501263646
0,41043;;;2,161069247
0,41093;;;5,823402139
0,41143;;;8,570151808
0,41193;;;10,09612385
0,41243;;;11,92729029
0,41293;;;14,06365115
0,41343;;;16,200012
0,41393;;;16,50520641
0,41443;;;14,67403996
0,41493;;;10,40131825
0,41543;;;5,518207731
0,41593;;;3,381846878
0,41643;;;6,128596547
0,41693;;;11,62209589
0,41743;;;14,67403996
0,41793;;;13,45326233
0,41843;;;11,62209589
0,41893;;;10,40131825
0,41943;;;8,264957401
0,41993;;;4,297430101
0,42043;;;0,02470839283
0,42093;;;-3,6376245
0,42143;;;-9,436318246
0,42192;;;-18,89734488
0,42242;;;-28,35837152
0,42292;;;-35,3778429
0,42342;;;-40,56614783
0,42392;;;-45,75445276
0,42442;;;-46,97523039
0,42492;;;-40,56614783
0,42542;;;-29,27395475
0,42592;;;-18,89734488
0,42642;;;-10,35190147
0,42692;;;-0,5856804226
0,42742;;;9,485735032
0,42792;;;16,81040082
0,42842;;;21,08312252
0,42892;;;26,27142746
0,42942;;;30,84934357
0,42992;;;29,01817712
0,43042;;;19,86234489
0,43092;;;10,09612385
0,43142;;;6,128596547
0,43192;;;5,213013324
0,43242;;;3,687041285
0,43292;;;2,466263654
0,43342;;;3,992235693
0,43392;;;6,738985362
0,43442;;;8,264957401
0,43492;;;11,01170707
0,43542;;;15,58962319
0,43592;;;17,11559522
0,43642;;;13,45326233
0,43692;;;11,92729029
0,43742;;;21,38831693
0,43792;;;37,86881495
0,43842;;;48,85581363
0,43892;;;47,63503599
0,43942;;;38,47920376
0,43992;;;28,71298272
0,44042;;;18,94676167
0,44092;;;7,349374178
0,44142;;;-4,248013315
0,44192;;;-13,70903995
0,44242;;;-21,33890015
0,44292;;;-28,66356593
0,44342;;;-34,76745409
0,44392;;;-37,81939816
0,44442;;;-37,20900935
0,44492;;;-33,54667645
0,44542;;;-29,27395475
0,44592;;;-25,30642745
0,44642;;;-21,64409455
0,44692;;;-17,37137285
0,44742;;;-13,40384555
0,44792;;;-10,96229028
0,44842;;;-10,04670706
0,44892;;;-9,741512654
0,44942;;;-8,215540615
0,44992;;;-6,994762984
0,45042;;;-6,689568577
0,45092;;;-7,299957392
0,45142;;;-7,299957392
0,45192;;;-6,689568577
0,45242;;;-6,079179761
0,45292;;;-5,468790946
0,45342;;;-4,85840213
0,45392;;;-4,248013315
0,45442;;;-3,6376245
0,45492;;;-2,111652461
0,45542;;;-1,501263646
0,45592;;;-2,722041276
0,45642;;;-4,85840213
0,45692;;;-5,773985354
0,45742;;;-3,942818907
0,45792;;;-0,8908748303
0,45842;;;0,9402916159
0,45892;;;1,855874839
0,45942;;;2,466263654
0,45992;;;2,161069247
0,46042;;;2,771458062
0,46092;;;3,687041285
0,46142;;;3,381846878
0,46192;;;0,02470839283
0,46242;;;-4,248013315
0,46292;;;-6,384374169
0,46342;;;-5,773985354
0,46392;;;-5,773985354
0,46442;;;-6,994762984
0,46492;;;-5,163596538
0,46542;;;0,9402916159
0,46592;;;6,738985362
0,46642;;;7,654568585
0,46692;;;7,654568585
0,46742;;;10,70651266
0,46792;;;14,97923437
0,46842;;;15,89481759
0,46892;;;15,58962319
0,46942;;;19,25195608
0,46992;;;25,05064982
0,47042;;;25,66103864
0,47092;;;19,86234489
0,47142;;;12,84287352
0,47192;;;8,264957401
0,47242;;;3,381846878
0,47292;;;-3,027235684
0,47342;;;-8,215540615
0,47392;;;-10,65709588
0,47442;;;-12,79345673
0,47492;;;-15,84540081
0,47542;;;-16,76098403
0,47592;;;-13,40384555
0,47642;;;-8,825929431
0,47692;;;-6,384374169
0,47742;;;-3,942818907
0,47792;;;-0,2804860149
0,47841;;;2,771458062
0,47891;;;3,687041285
0,47941;;;3,687041285
0,47991;;;5,823402139
0,48041;;;6,738985362
